"id","District","FIPS","Year","Grade","Measure Type","Variable","Value"
918,"South Windsor School District",900371390,"2011-2012","9","Number","Student Enrollment",376
918,"South Windsor School District",900371390,"2011-2012","10","Number","Student Enrollment",351
918,"South Windsor School District",900371390,"2011-2012","11","Number","Student Enrollment",383
918,"South Windsor School District",900371390,"2011-2012","12","Number","Student Enrollment",379
918,"South Windsor School District",900371390,"2011-2012","Total","Number","Student Enrollment",4395
1114,"South Windsor School District",900371390,"2012-2013","Pre Kindergarten","Number","Student Enrollment",80
1114,"South Windsor School District",900371390,"2012-2013","Kindergarten","Number","Student Enrollment",202
1114,"South Windsor School District",900371390,"2012-2013","1","Number","Student Enrollment",277
1114,"South Windsor School District",900371390,"2012-2013","2","Number","Student Enrollment",300
1114,"South Windsor School District",900371390,"2012-2013","3","Number","Student Enrollment",289
1114,"South Windsor School District",900371390,"2012-2013","4","Number","Student Enrollment",306
1114,"South Windsor School District",900371390,"2012-2013","5","Number","Student Enrollment",348
1114,"South Windsor School District",900371390,"2012-2013","6","Number","Student Enrollment",314
1114,"South Windsor School District",900371390,"2012-2013","7","Number","Student Enrollment",382
1114,"South Windsor School District",900371390,"2012-2013","8","Number","Student Enrollment",377
1114,"South Windsor School District",900371390,"2012-2013","9","Number","Student Enrollment",353
1114,"South Windsor School District",900371390,"2012-2013","10","Number","Student Enrollment",363
1114,"South Windsor School District",900371390,"2012-2013","11","Number","Student Enrollment",346
1114,"South Windsor School District",900371390,"2012-2013","12","Number","Student Enrollment",384
1114,"South Windsor School District",900371390,"2012-2013","Total","Number","Student Enrollment",4321
1313,"South Windsor School District",900371390,"2013-2014","Pre Kindergarten","Number","Student Enrollment",72
1313,"South Windsor School District",900371390,"2013-2014","Kindergarten","Number","Student Enrollment",293
1313,"South Windsor School District",900371390,"2013-2014","1","Number","Student Enrollment",259
1313,"South Windsor School District",900371390,"2013-2014","2","Number","Student Enrollment",284
1313,"South Windsor School District",900371390,"2013-2014","3","Number","Student Enrollment",311
1313,"South Windsor School District",900371390,"2013-2014","4","Number","Student Enrollment",295
1313,"South Windsor School District",900371390,"2013-2014","5","Number","Student Enrollment",321
1313,"South Windsor School District",900371390,"2013-2014","6","Number","Student Enrollment",345
1313,"South Windsor School District",900371390,"2013-2014","7","Number","Student Enrollment",317
1313,"South Windsor School District",900371390,"2013-2014","8","Number","Student Enrollment",386
1313,"South Windsor School District",900371390,"2013-2014","9","Number","Student Enrollment",367
1313,"South Windsor School District",900371390,"2013-2014","10","Number","Student Enrollment",329
1313,"South Windsor School District",900371390,"2013-2014","11","Number","Student Enrollment",347
1313,"South Windsor School District",900371390,"2013-2014","12","Number","Student Enrollment",361
1313,"South Windsor School District",900371390,"2013-2014","Total","Number","Student Enrollment",4287
1512,"South Windsor School District",900371390,"2014-2015","Pre Kindergarten","Number","Student Enrollment",73
1512,"South Windsor School District",900371390,"2014-2015","Kindergarten","Number","Student Enrollment",267
1512,"South Windsor School District",900371390,"2014-2015","1","Number","Student Enrollment",307
1512,"South Windsor School District",900371390,"2014-2015","2","Number","Student Enrollment",272
1512,"South Windsor School District",900371390,"2014-2015","3","Number","Student Enrollment",290
1512,"South Windsor School District",900371390,"2014-2015","4","Number","Student Enrollment",318
1512,"South Windsor School District",900371390,"2014-2015","5","Number","Student Enrollment",305
1512,"South Windsor School District",900371390,"2014-2015","6","Number","Student Enrollment",319
1512,"South Windsor School District",900371390,"2014-2015","7","Number","Student Enrollment",344
1512,"South Windsor School District",900371390,"2014-2015","8","Number","Student Enrollment",322
1512,"South Windsor School District",900371390,"2014-2015","9","Number","Student Enrollment",371
1512,"South Windsor School District",900371390,"2014-2015","10","Number","Student Enrollment",337
1512,"South Windsor School District",900371390,"2014-2015","11","Number","Student Enrollment",325
1512,"South Windsor School District",900371390,"2014-2015","12","Number","Student Enrollment",366
1512,"South Windsor School District",900371390,"2014-2015","Total","Number","Student Enrollment",4216
1715,"South Windsor School District",900371390,"2015-2016","Pre Kindergarten","Number","Student Enrollment",83
1715,"South Windsor School District",900371390,"2015-2016","Kindergarten","Number","Student Enrollment",265
1715,"South Windsor School District",900371390,"2015-2016","1","Number","Student Enrollment",274
1715,"South Windsor School District",900371390,"2015-2016","2","Number","Student Enrollment",317
1715,"South Windsor School District",900371390,"2015-2016","3","Number","Student Enrollment",277
1715,"South Windsor School District",900371390,"2015-2016","4","Number","Student Enrollment",299
1715,"South Windsor School District",900371390,"2015-2016","5","Number","Student Enrollment",321
1715,"South Windsor School District",900371390,"2015-2016","6","Number","Student Enrollment",308
1715,"South Windsor School District",900371390,"2015-2016","7","Number","Student Enrollment",319
1715,"South Windsor School District",900371390,"2015-2016","8","Number","Student Enrollment",345
1715,"South Windsor School District",900371390,"2015-2016","9","Number","Student Enrollment",344
1715,"South Windsor School District",900371390,"2015-2016","10","Number","Student Enrollment",326
1715,"South Windsor School District",900371390,"2015-2016","11","Number","Student Enrollment",356
1715,"South Windsor School District",900371390,"2015-2016","12","Number","Student Enrollment",322
1715,"South Windsor School District",900371390,"2015-2016","Total","Number","Student Enrollment",4156
128,"Southington School District",900370550,"2007-2008","Pre Kindergarten","Number","Student Enrollment",99
128,"Southington School District",900370550,"2007-2008","Kindergarten","Number","Student Enrollment",510
128,"Southington School District",900370550,"2007-2008","1","Number","Student Enrollment",497
128,"Southington School District",900370550,"2007-2008","2","Number","Student Enrollment",565
128,"Southington School District",900370550,"2007-2008","3","Number","Student Enrollment",506
128,"Southington School District",900370550,"2007-2008","4","Number","Student Enrollment",504
128,"Southington School District",900370550,"2007-2008","5","Number","Student Enrollment",524
128,"Southington School District",900370550,"2007-2008","6","Number","Student Enrollment",536
128,"Southington School District",900370550,"2007-2008","7","Number","Student Enrollment",496
128,"Southington School District",900370550,"2007-2008","8","Number","Student Enrollment",509
128,"Southington School District",900370550,"2007-2008","9","Number","Student Enrollment",581
128,"Southington School District",900370550,"2007-2008","10","Number","Student Enrollment",518
128,"Southington School District",900370550,"2007-2008","11","Number","Student Enrollment",551
128,"Southington School District",900370550,"2007-2008","12","Number","Student Enrollment",551
128,"Southington School District",900370550,"2007-2008","Total","Number","Student Enrollment",6947
325,"Southington School District",900370550,"2008-2009","Pre Kindergarten","Number","Student Enrollment",93
325,"Southington School District",900370550,"2008-2009","Kindergarten","Number","Student Enrollment",500
325,"Southington School District",900370550,"2008-2009","1","Number","Student Enrollment",540
325,"Southington School District",900370550,"2008-2009","2","Number","Student Enrollment",486
325,"Southington School District",900370550,"2008-2009","3","Number","Student Enrollment",550
325,"Southington School District",900370550,"2008-2009","4","Number","Student Enrollment",504
325,"Southington School District",900370550,"2008-2009","5","Number","Student Enrollment",504
325,"Southington School District",900370550,"2008-2009","6","Number","Student Enrollment",527
325,"Southington School District",900370550,"2008-2009","7","Number","Student Enrollment",543
325,"Southington School District",900370550,"2008-2009","8","Number","Student Enrollment",495
325,"Southington School District",900370550,"2008-2009","9","Number","Student Enrollment",514
325,"Southington School District",900370550,"2008-2009","10","Number","Student Enrollment",574
325,"Southington School District",900370550,"2008-2009","11","Number","Student Enrollment",496
325,"Southington School District",900370550,"2008-2009","12","Number","Student Enrollment",540
325,"Southington School District",900370550,"2008-2009","Total","Number","Student Enrollment",6866
524,"Southington School District",900370550,"2009-2010","Pre Kindergarten","Number","Student Enrollment",93
524,"Southington School District",900370550,"2009-2010","Kindergarten","Number","Student Enrollment",470
524,"Southington School District",900370550,"2009-2010","1","Number","Student Enrollment",531
524,"Southington School District",900370550,"2009-2010","2","Number","Student Enrollment",530
524,"Southington School District",900370550,"2009-2010","3","Number","Student Enrollment",488
524,"Southington School District",900370550,"2009-2010","4","Number","Student Enrollment",558
524,"Southington School District",900370550,"2009-2010","5","Number","Student Enrollment",519
524,"Southington School District",900370550,"2009-2010","6","Number","Student Enrollment",515
524,"Southington School District",900370550,"2009-2010","7","Number","Student Enrollment",532
524,"Southington School District",900370550,"2009-2010","8","Number","Student Enrollment",546
